time,status,err_px_x,err_px_y,err_deg_x,err_deg_y,pan_target,tilt_target,pan_angle,tilt_angle,confidence,fps
0.002,TRACKING,483,-76,24.90,-3.92,83.77,89.21,90.00,90.00,0.871,51.2
0.051,TRACKING,481,-76,24.80,-3.92,77.55,88.42,87.50,89.21,0.870,48.2
0.087,NO FACE,0,0,0.00,0.00,77.55,88.42,84.92,88.42,0.000,46.1
0.124,NO FACE,0,0,0.00,0.00,77.55,88.42,82.39,88.42,0.000,44.2
0.161,NO FACE,0,0,0.00,0.00,77.55,88.42,81.12,88.42,0.000,42.5
0.197,NO FACE,0,0,0.00,0.00,77.55,88.42,78.55,88.42,0.000,41.0
0.233,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,39.7
0.269,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,38.5
0.306,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,37.3
0.342,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,36.4
0.379,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,35.5
0.415,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,34.7
0.452,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,33.9
0.488,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,33.3
0.524,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,32.7
0.561,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,32.2
0.596,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,31.8
0.633,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,31.4
0.667,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,31.1
0.703,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,30.8
0.738,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,30.6
0.774,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,30.3
0.810,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,30.1
0.846,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,29.8
0.881,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,29.7
0.917,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,29.5
0.952,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,29.4
0.988,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,29.2
1.024,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,29.1
1.060,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,29.0
1.094,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,29.0
1.130,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.9
1.166,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.8
1.202,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.7
1.237,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.6
1.273,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.6
1.307,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.6
1.343,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.6
1.378,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.6
1.414,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.5
1.450,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.4
1.486,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.4
1.522,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.3
1.557,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.3
1.593,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.3
1.628,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.3
1.665,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.2
1.701,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.2
1.736,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.2
1.772,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.2
1.807,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.2
1.843,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
1.879,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
1.914,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
1.950,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
1.985,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
2.022,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
2.057,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
2.094,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.0
2.129,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
2.164,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
2.200,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
2.236,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.0
2.272,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.0
2.308,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.0
2.342,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
2.378,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
2.414,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.1
2.450,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.0
2.486,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.0
2.522,NO FACE,0,0,0.00,0.00,77.55,88.42,77.55,88.42,0.000,28.0
2.558,RECENTERING,0,0,0.00,0.00,90.00,90.00,77.55,88.42,0.000,28.0
2.593,RECENTERING,0,0,0.00,0.00,90.00,90.00,78.79,89.66,0.000,28.0
2.630,RECENTERING,0,0,0.00,0.00,90.00,90.00,80.08,90.00,0.000,27.9
2.666,RECENTERING,0,0,0.00,0.00,90.00,90.00,80.71,90.00,0.000,27.9
2.703,RECENTERING,0,0,0.00,0.00,90.00,90.00,81.95,90.00,0.000,27.8
2.737,RECENTERING,0,0,0.00,0.00,90.00,90.00,83.20,90.00,0.000,27.9
2.773,RECENTERING,0,0,0.00,0.00,90.00,90.00,84.43,90.00,0.000,28.0
2.808,RECENTERING,0,0,0.00,0.00,90.00,90.00,85.04,90.00,0.000,28.0
2.844,RECENTERING,0,0,0.00,0.00,90.00,90.00,86.32,90.00,0.000,28.0
2.880,RECENTERING,0,0,0.00,0.00,90.00,90.00,87.62,90.00,0.000,27.9
2.916,RECENTERING,0,0,0.00,0.00,90.00,90.00,88.25,90.00,0.000,27.9
2.951,RECENTERING,0,0,0.00,0.00,90.00,90.00,89.49,90.00,0.000,28.0
2.986,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.022,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.058,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.094,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.129,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.165,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
3.200,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
3.236,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
3.272,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.308,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.343,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.379,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
3.414,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
3.450,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
3.486,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.523,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
3.558,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.594,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.629,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.665,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.701,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.737,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
3.772,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.807,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
3.842,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
3.878,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
3.914,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
3.951,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
3.985,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.021,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.056,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.092,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.128,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.164,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.199,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.234,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.269,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.306,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.341,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.377,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.411,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.2
4.447,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.2
4.482,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.2
4.519,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.555,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
4.590,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.625,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.661,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.697,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.732,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.768,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.804,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.839,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.875,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.911,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.946,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
4.982,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.018,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.053,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.088,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.124,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.160,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.196,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.231,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.266,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.302,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.337,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.374,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.410,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.445,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.480,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.516,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.552,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.588,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.624,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.660,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.695,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.1
5.731,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.767,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.803,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.838,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.874,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.910,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
5.947,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
5.983,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
6.020,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
6.056,SEARCHING,0,0,0.00,0.00,170.00,90.00,90.00,90.00,0.000,27.8
6.092,SEARCHING,0,0,0.00,0.00,170.00,90.00,91.21,90.00,0.000,27.8
6.128,SEARCHING,0,0,0.00,0.00,170.00,90.00,91.84,90.00,0.000,27.8
6.164,SEARCHING,0,0,0.00,0.00,170.00,90.00,93.08,90.00,0.000,27.8
6.200,SEARCHING,0,0,0.00,0.00,170.00,90.00,94.32,90.00,0.000,27.8
6.236,SEARCHING,0,0,0.00,0.00,170.00,90.00,95.59,90.00,0.000,27.8
6.271,SEARCHING,0,0,0.00,0.00,170.00,90.00,96.20,90.00,0.000,27.8
6.307,SEARCHING,0,0,0.00,0.00,170.00,90.00,97.44,90.00,0.000,27.8
6.345,SEARCHING,0,0,0.00,0.00,170.00,90.00,98.76,90.00,0.000,27.7
6.383,SEARCHING,0,0,0.00,0.00,170.00,90.00,99.98,90.00,0.000,27.6
6.418,SEARCHING,0,0,0.00,0.00,170.00,90.00,100.61,90.00,0.000,27.6
6.454,SEARCHING,0,0,0.00,0.00,170.00,90.00,101.85,90.00,0.000,27.7
6.489,SEARCHING,0,0,0.00,0.00,170.00,90.00,103.08,90.00,0.000,27.7
6.526,SEARCHING,0,0,0.00,0.00,170.00,90.00,104.36,90.00,0.000,27.7
6.562,SEARCHING,0,0,0.00,0.00,170.00,90.00,104.97,90.00,0.000,27.7
6.598,SEARCHING,0,0,0.00,0.00,170.00,90.00,106.20,90.00,0.000,27.7
6.634,SEARCHING,0,0,0.00,0.00,170.00,90.00,107.44,90.00,0.000,27.7
6.670,SEARCHING,0,0,0.00,0.00,170.00,90.00,108.10,90.00,0.000,27.7
6.707,SEARCHING,0,0,0.00,0.00,170.00,90.00,109.33,90.00,0.000,27.7
6.742,SEARCHING,0,0,0.00,0.00,170.00,90.00,110.56,90.00,0.000,27.7
6.779,SEARCHING,0,0,0.00,0.00,170.00,90.00,111.79,90.00,0.000,27.7
6.813,SEARCHING,0,0,0.00,0.00,170.00,90.00,112.40,90.00,0.000,27.8
6.850,SEARCHING,0,0,0.00,0.00,170.00,90.00,113.64,90.00,0.000,27.8
6.886,SEARCHING,0,0,0.00,0.00,170.00,90.00,114.90,90.00,0.000,27.8
6.922,SEARCHING,0,0,0.00,0.00,170.00,90.00,116.14,90.00,0.000,27.7
6.959,SEARCHING,0,0,0.00,0.00,170.00,90.00,116.78,90.00,0.000,27.7
6.995,SEARCHING,0,0,0.00,0.00,170.00,90.00,118.02,90.00,0.000,27.7
7.030,SEARCHING,0,0,0.00,0.00,170.00,90.00,119.26,90.00,0.000,27.8
7.065,SEARCHING,0,0,0.00,0.00,170.00,90.00,120.50,90.00,0.000,27.8
7.102,SEARCHING,0,0,0.00,0.00,170.00,90.00,121.11,90.00,0.000,27.8
7.138,SEARCHING,0,0,0.00,0.00,170.00,90.00,122.38,90.00,0.000,27.8
7.175,SEARCHING,0,0,0.00,0.00,170.00,90.00,123.63,90.00,0.000,27.7
7.210,SEARCHING,0,0,0.00,0.00,170.00,90.00,124.87,90.00,0.000,27.8
7.246,SEARCHING,0,0,0.00,0.00,170.00,90.00,125.49,90.00,0.000,27.7
7.282,SEARCHING,0,0,0.00,0.00,170.00,90.00,126.72,90.00,0.000,27.8
7.319,SEARCHING,0,0,0.00,0.00,170.00,90.00,127.96,90.00,0.000,27.7
7.355,SEARCHING,0,0,0.00,0.00,170.00,90.00,129.19,90.00,0.000,27.7
7.390,SEARCHING,0,0,0.00,0.00,170.00,90.00,129.80,90.00,0.000,27.8
7.426,SEARCHING,0,0,0.00,0.00,170.00,90.00,131.05,90.00,0.000,27.8
7.461,TRACKING,497,145,25.63,7.47,163.59,91.50,132.29,90.00,0.728,27.8
7.498,NO FACE,0,0,0.00,0.00,163.59,91.50,133.57,91.28,0.000,27.8
7.534,TRACKING,453,182,23.36,9.38,157.32,93.09,136.23,91.50,0.675,27.7
7.571,TRACKING,439,196,22.64,10.10,151.20,94.80,138.83,93.09,0.780,27.7
7.608,TRACKING,403,198,20.78,10.20,145.31,96.58,140.09,94.35,0.694,27.7
7.644,NO FACE,0,0,0.00,0.00,145.31,96.58,142.75,96.58,0.000,27.7
7.680,TRACKING,396,183,20.42,9.43,139.62,98.39,145.31,96.58,0.741,27.7
7.716,TRACKING,386,167,19.90,8.61,134.10,100.18,144.04,97.86,0.862,27.7
7.753,TRACKING,381,168,19.65,8.66,128.74,101.96,141.42,100.18,0.898,27.6
7.788,TRACKING,368,165,18.97,8.50,123.53,103.72,138.76,101.96,0.873,27.7
7.825,TRACKING,362,153,18.67,7.88,118.45,105.43,137.47,103.25,0.893,27.7
7.861,TRACKING,347,152,17.89,7.83,113.52,107.11,134.87,105.43,0.887,27.7
7.897,TRACKING,318,146,16.40,7.52,108.80,108.74,132.24,107.11,0.879,27.6
7.935,TRACKING,307,144,15.83,7.42,104.27,110.34,130.97,108.38,0.852,27.6
7.971,TRACKING,269,149,13.87,7.68,100.00,111.92,128.41,109.99,0.909,27.5
8.006,TRACKING,268,136,13.82,7.01,95.94,113.46,125.79,111.92,0.890,27.6
8.042,TRACKING,255,131,13.15,6.75,92.07,114.95,124.53,113.18,0.899,27.7
8.078,TRACKING,234,122,12.07,6.29,88.41,116.38,121.86,114.95,0.908,27.7
8.114,TRACKING,222,117,11.45,6.03,84.96,117.76,119.30,116.38,0.894,27.7
8.150,TRACKING,213,101,10.98,5.20,81.67,119.05,118.04,117.64,0.907,27.7
8.186,TRACKING,194,98,10.00,5.05,78.59,120.28,115.33,119.05,0.899,27.8
8.226,TRACKING,183,87,9.44,4.48,75.68,121.42,112.71,120.28,0.903,27.4
8.272,TRACKING,177,83,9.13,4.28,72.93,122.49,110.10,121.42,0.893,26.9
8.321,TRACKING,167,58,8.61,2.99,70.33,123.44,107.56,122.49,0.897,26.2
8.371,TRACKING,150,57,7.73,2.94,67.89,124.30,103.74,123.44,0.916,25.6
8.422,TRACKING,135,54,6.96,2.78,65.63,125.00,101.19,124.30,0.914,25.0
8.472,TRACKING,123,58,6.34,2.99,63.53,125.00,98.66,125.00,0.919,24.5
8.522,TRACKING,120,62,6.19,3.19,61.58,125.00,94.82,125.00,0.916,24.0
8.573,TRACKING,102,72,5.26,3.71,59.78,125.00,92.30,125.00,0.913,23.6
8.623,TRACKING,89,76,4.59,3.92,58.14,125.00,88.50,125.00,0.910,23.2
8.674,TRACKING,68,82,3.51,4.23,56.70,125.00,86.00,125.00,0.910,22.9
8.722,TRACKING,48,85,2.47,4.38,55.46,125.00,83.36,125.00,0.881,22.7
8.769,TRACKING,27,87,1.39,4.48,54.44,125.00,80.84,125.00,0.888,22.5
8.811,TRACKING,8,92,0.41,4.74,53.65,125.00,78.26,125.00,0.867,22.6
8.853,TRACKING,-3,98,-0.15,5.05,53.65,125.00,75.75,125.00,0.812,22.8
8.893,TRACKING,-22,104,-1.13,5.36,53.65,125.00,73.19,125.00,0.734,23.0
8.932,TRACKING,-33,106,-1.70,5.46,53.65,125.00,70.67,125.00,0.844,23.2
8.970,TRACKING,-49,108,-2.53,5.56,53.65,125.00,68.08,125.00,0.902,23.6
9.007,TRACKING,-59,108,-3.04,5.56,53.65,125.00,65.55,125.00,0.886,23.9
9.043,TRACKING,-74,109,-3.82,5.62,53.65,125.00,64.29,125.00,0.895,24.3
9.079,TRACKING,-78,110,-4.02,5.67,53.65,125.00,61.73,125.00,0.901,24.7
9.115,TRACKING,-85,109,-4.38,5.62,54.34,125.00,59.18,125.00,0.896,25.0
9.150,TRACKING,-98,113,-5.05,5.82,55.17,125.00,57.92,125.00,0.905,25.3
9.185,TRACKING,-108,110,-5.57,5.67,56.14,125.00,55.28,125.00,0.896,25.6
9.220,TRACKING,-111,110,-5.72,5.67,57.23,125.00,56.14,125.00,0.896,25.9
9.255,TRACKING,-116,110,-5.98,5.67,58.42,125.00,57.23,125.00,0.896,26.2
9.291,TRACKING,-118,111,-6.08,5.72,59.70,125.00,58.42,125.00,0.895,26.4
9.326,TRACKING,-114,115,-5.88,5.93,61.02,125.00,59.70,125.00,0.893,26.6
9.361,TRACKING,-110,118,-5.67,6.08,62.37,125.00,60.91,125.00,0.890,26.8
9.396,TRACKING,-100,118,-5.16,6.08,63.71,125.00,62.37,125.00,0.891,27.0
9.431,TRACKING,-97,119,-5.00,6.13,65.02,125.00,63.71,125.00,0.895,27.1
9.465,TRACKING,-91,117,-4.69,6.03,66.30,125.00,64.92,125.00,0.898,27.3
9.500,TRACKING,-78,119,-4.02,6.13,67.51,125.00,66.30,125.00,0.889,27.5
9.534,TRACKING,-66,120,-3.40,6.18,68.63,125.00,67.51,125.00,0.889,27.6
9.570,TRACKING,-52,118,-2.68,6.08,69.65,125.00,68.63,125.00,0.889,27.7
9.604,TRACKING,-40,120,-2.06,6.18,70.53,125.00,69.65,125.00,0.899,27.8
9.639,TRACKING,-33,121,-1.70,6.23,71.31,125.00,70.53,125.00,0.902,27.9
9.674,TRACKING,-26,121,-1.34,6.23,71.97,125.00,71.31,125.00,0.903,28.0
9.709,TRACKING,-19,121,-0.98,6.23,71.97,125.00,71.97,125.00,0.897,28.0
9.744,TRACKING,-14,119,-0.72,6.13,71.97,125.00,71.97,125.00,0.891,28.1
9.779,TRACKING,-11,121,-0.57,6.23,71.97,125.00,71.97,125.00,0.899,28.2
9.814,TRACKING,-10,121,-0.52,6.23,71.97,125.00,71.97,125.00,0.899,28.2
9.849,TRACKING,-9,121,-0.46,6.23,71.97,125.00,71.97,125.00,0.900,28.2
9.884,TRACKING,-8,120,-0.41,6.18,71.97,125.00,71.97,125.00,0.899,28.2
9.919,TRACKING,-7,120,-0.36,6.18,71.97,125.00,71.97,125.00,0.896,28.3
9.955,TRACKING,-7,119,-0.36,6.13,71.97,125.00,71.97,125.00,0.894,28.3
9.990,TRACKING,-3,120,-0.15,6.18,71.97,125.00,71.97,125.00,0.896,28.3
10.026,TRACKING,-3,121,-0.15,6.23,71.97,125.00,71.97,125.00,0.898,28.2
10.061,TRACKING,-2,120,-0.10,6.18,71.97,125.00,71.97,125.00,0.897,28.2
10.097,TRACKING,-1,120,-0.05,6.18,71.97,125.00,71.97,125.00,0.897,28.2
10.133,TRACKING,-1,121,-0.05,6.23,71.97,125.00,71.97,125.00,0.897,28.2
10.169,TRACKING,-1,121,-0.05,6.23,71.97,125.00,71.97,125.00,0.895,28.1
10.205,TRACKING,0,120,0.00,6.18,71.97,125.00,71.97,125.00,0.896,28.1
10.240,TRACKING,0,120,0.00,6.18,71.97,125.00,71.97,125.00,0.897,28.1
10.276,TRACKING,0,120,0.00,6.18,71.97,125.00,71.97,125.00,0.897,28.1
10.312,TRACKING,0,119,0.00,6.13,71.97,125.00,71.97,125.00,0.896,28.1
10.349,TRACKING,0,120,0.00,6.18,71.97,125.00,71.97,125.00,0.895,28.0
10.386,TRACKING,1,120,0.05,6.18,71.97,125.00,71.97,125.00,0.896,27.9
10.423,TRACKING,1,119,0.05,6.13,71.97,125.00,71.97,125.00,0.898,27.8
10.460,TRACKING,1,120,0.05,6.18,71.97,125.00,71.97,125.00,0.897,27.7
10.497,TRACKING,4,119,0.21,6.13,71.97,125.00,71.97,125.00,0.899,27.7
10.533,TRACKING,4,120,0.21,6.18,71.97,125.00,71.97,125.00,0.899,27.6
10.570,TRACKING,4,121,0.21,6.23,71.97,125.00,71.97,125.00,0.902,27.6
10.605,TRACKING,6,121,0.31,6.23,71.97,125.00,71.97,125.00,0.901,27.7
10.641,TRACKING,7,122,0.36,6.29,71.97,125.00,71.97,125.00,0.900,27.7
10.677,TRACKING,6,121,0.31,6.23,71.97,125.00,71.97,125.00,0.901,27.7
10.712,TRACKING,6,121,0.31,6.23,71.97,125.00,71.97,125.00,0.901,27.8
10.747,TRACKING,6,121,0.31,6.23,71.97,125.00,71.97,125.00,0.901,27.9
10.782,TRACKING,6,122,0.31,6.29,71.97,125.00,71.97,125.00,0.901,28.0
10.817,TRACKING,6,121,0.31,6.23,71.97,125.00,71.97,125.00,0.900,28.0
