time,status,err_px_x,err_px_y,err_deg_x,err_deg_y,pan_target,tilt_target,pan_angle,tilt_angle,confidence,fps
53.359,NO FACE,0,0,0.00,0.00,94.93,125.00,94.93,125.00,0.000,27.8
53.396,NO FACE,0,0,0.00,0.00,94.93,125.00,94.93,125.00,0.000,27.7
53.432,NO FACE,0,0,0.00,0.00,94.93,125.00,94.93,125.00,0.000,27.7
53.469,NO FACE,0,0,0.00,0.00,94.93,125.00,94.93,125.00,0.000,27.6
53.505,RECENTERING,0,0,0.00,0.00,90.00,90.00,94.93,125.00,0.000,27.6
53.542,RECENTERING,0,0,0.00,0.00,90.00,90.00,93.69,123.76,0.000,27.6
53.578,RECENTERING,0,0,0.00,0.00,90.00,90.00,92.44,122.51,0.000,27.6
53.614,RECENTERING,0,0,0.00,0.00,90.00,90.00,91.13,121.20,0.000,27.6
53.650,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.49,120.56,0.000,27.6
53.687,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,119.30,0.000,27.6
53.723,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,118.07,0.000,27.6
53.760,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,116.80,0.000,27.6
53.795,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,116.19,0.000,27.6
53.830,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,114.92,0.000,27.7
53.866,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,113.68,0.000,27.7
53.902,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,113.05,0.000,27.8
53.937,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,111.81,0.000,27.8
53.973,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,110.57,0.000,27.8
54.010,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,109.30,0.000,27.7
54.047,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,108.69,0.000,27.7
54.084,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,107.44,0.000,27.6
54.119,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,106.15,0.000,27.7
54.154,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,105.51,0.000,27.8
54.188,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,104.23,0.000,27.9
54.224,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,103.00,0.000,28.0
54.260,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,101.75,0.000,27.9
54.296,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,101.15,0.000,27.9
54.332,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,99.91,0.000,27.9
54.368,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,98.66,0.000,27.8
54.404,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,98.03,0.000,27.9
54.440,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,96.80,0.000,27.8
54.476,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,95.56,0.000,27.8
54.513,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,94.32,0.000,27.8
54.549,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,93.68,0.000,27.8
54.586,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,92.45,0.000,27.7
54.622,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,91.22,0.000,27.7
54.658,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.7
54.695,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.7
54.732,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.6
54.767,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.7
54.802,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
54.836,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
54.871,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
54.907,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
54.944,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
54.980,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.016,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.052,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.088,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.122,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
55.159,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.194,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
55.230,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.267,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.303,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.340,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.374,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.409,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
55.445,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.481,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.518,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.555,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.591,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.627,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.7
55.662,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.697,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.733,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.769,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.805,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
55.841,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.878,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.914,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.949,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
55.985,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.020,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.056,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.093,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
56.129,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
56.165,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
56.200,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.235,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.270,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
56.306,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
56.342,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
56.378,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,28.0
56.414,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.451,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.487,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
56.522,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.558,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.594,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.630,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.666,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.702,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
56.739,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.8
56.774,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.809,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.845,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.881,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.917,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.952,RECENTERING,0,0,0.00,0.00,90.00,90.00,90.00,90.00,0.000,27.9
56.989,SEARCHING,0,0,0.00,0.00,170.00,90.00,90.00,90.00,0.000,27.9
57.025,SEARCHING,0,0,0.00,0.00,170.00,90.00,91.21,90.00,0.000,27.9
57.060,SEARCHING,0,0,0.00,0.00,170.00,90.00,92.47,90.00,0.000,27.9
57.097,SEARCHING,0,0,0.00,0.00,170.00,90.00,93.71,90.00,0.000,27.9
57.133,SEARCHING,0,0,0.00,0.00,170.00,90.00,94.33,90.00,0.000,27.8
57.169,SEARCHING,0,0,0.00,0.00,170.00,90.00,95.57,90.00,0.000,27.8
57.206,SEARCHING,0,0,0.00,0.00,170.00,90.00,96.81,90.00,0.000,27.8
57.242,SEARCHING,0,0,0.00,0.00,170.00,90.00,98.05,90.00,0.000,27.8
57.278,SEARCHING,0,0,0.00,0.00,170.00,90.00,98.66,90.00,0.000,27.7
57.313,SEARCHING,0,0,0.00,0.00,170.00,90.00,99.95,90.00,0.000,27.8
57.349,SEARCHING,0,0,0.00,0.00,170.00,90.00,101.18,90.00,0.000,27.8
57.385,SEARCHING,0,0,0.00,0.00,170.00,90.00,101.82,90.00,0.000,27.8
57.421,SEARCHING,0,0,0.00,0.00,170.00,90.00,103.09,90.00,0.000,27.8
57.457,SEARCHING,0,0,0.00,0.00,170.00,90.00,104.32,90.00,0.000,27.8
57.493,SEARCHING,0,0,0.00,0.00,170.00,90.00,105.59,90.00,0.000,27.8
57.530,SEARCHING,0,0,0.00,0.00,170.00,90.00,106.20,90.00,0.000,27.7
57.565,SEARCHING,0,0,0.00,0.00,170.00,90.00,107.44,90.00,0.000,27.8
57.601,SEARCHING,0,0,0.00,0.00,170.00,90.00,108.72,90.00,0.000,27.8
57.638,SEARCHING,0,0,0.00,0.00,170.00,90.00,109.41,90.00,0.000,27.8
57.674,SEARCHING,0,0,0.00,0.00,170.00,90.00,110.64,90.00,0.000,27.7
57.710,SEARCHING,0,0,0.00,0.00,170.00,90.00,111.89,90.00,0.000,27.7
57.747,SEARCHING,0,0,0.00,0.00,170.00,90.00,113.13,90.00,0.000,27.7
57.782,SEARCHING,0,0,0.00,0.00,170.00,90.00,113.74,90.00,0.000,27.7
57.818,SEARCHING,0,0,0.00,0.00,170.00,90.00,115.02,90.00,0.000,27.7
57.855,SEARCHING,0,0,0.00,0.00,170.00,90.00,116.26,90.00,0.000,27.7
57.891,SEARCHING,0,0,0.00,0.00,170.00,90.00,117.51,90.00,0.000,27.7
57.927,SEARCHING,0,0,0.00,0.00,170.00,90.00,118.14,90.00,0.000,27.7
57.963,SEARCHING,0,0,0.00,0.00,170.00,90.00,119.37,90.00,0.000,27.7
57.999,SEARCHING,0,0,0.00,0.00,170.00,90.00,120.63,90.00,0.000,27.7
58.036,SEARCHING,0,0,0.00,0.00,170.00,90.00,121.87,90.00,0.000,27.7
58.072,SEARCHING,0,0,0.00,0.00,170.00,90.00,122.47,90.00,0.000,27.6
58.109,SEARCHING,0,0,0.00,0.00,170.00,90.00,123.74,90.00,0.000,27.6
58.145,SEARCHING,0,0,0.00,0.00,170.00,90.00,124.98,90.00,0.000,27.6
58.181,SEARCHING,0,0,0.00,0.00,170.00,90.00,126.24,90.00,0.000,27.6
58.218,TRACKING,203,332,10.47,17.11,167.38,93.42,126.89,90.00,0.869,27.6
58.254,TRACKING,212,326,10.93,16.80,164.72,96.83,129.37,92.49,0.874,27.6
58.291,TRACKING,212,324,10.93,16.70,162.05,100.22,132.12,95.24,0.886,27.6
58.327,TRACKING,233,301,12.01,15.51,159.29,103.53,133.42,96.53,0.859,27.6
58.363,TRACKING,242,263,12.48,13.55,156.44,106.70,136.04,99.16,0.838,27.6
58.399,TRACKING,250,240,12.89,12.37,153.50,109.69,138.72,101.84,0.824,27.6
58.436,TRACKING,253,222,13.05,11.44,150.47,112.51,140.02,103.14,0.846,27.6
58.474,TRACKING,257,189,13.25,9.74,147.38,115.11,142.71,105.83,0.778,27.5
58.510,TRACKING,273,126,14.08,6.49,144.17,117.39,145.37,108.48,0.862,27.4
58.546,TRACKING,284,101,14.64,5.20,140.85,119.35,144.17,109.78,0.859,27.5
58.583,TRACKING,297,73,15.31,3.76,137.40,121.02,141.44,112.51,0.838,27.5
58.619,TRACKING,301,39,15.52,2.01,133.85,122.37,140.11,113.84,0.753,27.5
58.656,TRACKING,298,15,15.37,0.77,130.22,123.42,137.47,116.48,0.864,27.5
58.693,TRACKING,302,-14,15.57,-0.72,126.53,124.18,134.86,119.09,0.798,27.4
58.729,TRACKING,297,-51,15.31,-2.63,122.80,124.18,133.51,120.45,0.776,27.4
58.766,NO FACE,0,0,0.00,0.00,122.80,124.18,130.83,123.13,0.000,27.4
58.802,NO FACE,0,0,0.00,0.00,122.80,124.18,128.17,124.18,0.000,27.4
58.838,NO FACE,0,0,0.00,0.00,122.80,124.18,126.88,124.18,0.000,27.5
58.878,TRACKING,344,-190,17.74,-9.79,118.89,124.18,124.30,124.18,0.842,27.2
58.920,TRACKING,360,-197,18.56,-10.15,114.80,123.54,121.78,124.18,0.897,26.9
58.960,TRACKING,384,-198,19.80,-10.20,110.49,122.56,119.20,123.54,0.884,26.7
59.000,TRACKING,425,-209,21.91,-10.77,105.89,121.29,116.51,122.56,0.872,26.5
59.037,TRACKING,456,-212,23.51,-10.92,100.97,119.78,115.21,121.29,0.875,26.6
59.075,TRACKING,471,-224,24.29,-11.54,95.75,118.07,112.48,119.78,0.873,26.6
59.113,TRACKING,498,-217,25.68,-11.18,90.24,116.24,109.85,118.07,0.883,26.5
59.149,TRACKING,508,-210,26.19,-10.82,84.47,114.31,107.17,116.24,0.897,26.6
59.185,TRACKING,513,-187,26.45,-9.64,78.48,112.39,105.92,114.98,0.869,26.7
59.222,TRACKING,530,-186,27.33,-9.58,72.29,110.47,103.29,112.39,0.876,26.8
59.257,TRACKING,536,-161,27.64,-8.30,65.91,108.61,101.92,111.02,0.715,26.9
59.292,TRACKING,516,-158,26.61,-8.14,59.46,106.81,99.28,108.61,0.767,27.1
59.327,TRACKING,545,-163,28.10,-8.40,52.87,105.04,96.49,106.81,0.681,27.3
59.362,NO FACE,0,0,0.00,0.00,52.87,105.04,95.24,105.56,0.000,27.4
59.397,NO FACE,0,0,0.00,0.00,52.87,105.04,92.68,105.04,0.000,27.5
59.433,TRACKING,571,-97,29.44,-5.00,46.09,103.46,90.16,105.04,0.719,27.5
59.469,TRACKING,576,-95,29.70,-4.90,39.14,102.04,88.90,103.79,0.732,27.6
59.506,NO FACE,0,0,0.00,0.00,39.14,102.04,86.24,102.04,0.000,27.5
59.542,NO FACE,0,0,0.00,0.00,39.14,102.04,83.64,102.04,0.000,27.5
59.578,TRACKING,576,-60,29.70,-3.09,32.08,100.81,82.38,102.04,0.705,27.5
59.615,TRACKING,580,-59,29.91,-3.04,24.91,99.74,79.83,100.81,0.720,27.5
59.651,TRACKING,579,-52,29.85,-2.68,17.67,98.80,77.28,99.74,0.696,27.5
59.687,TRACKING,574,-40,29.60,-2.06,10.38,97.99,76.01,98.80,0.737,27.6
59.723,TRACKING,573,-30,29.55,-1.55,10.00,97.31,73.31,97.99,0.776,27.6
59.759,TRACKING,574,-23,29.60,-1.19,10.00,96.74,70.80,97.31,0.743,27.6
59.795,TRACKING,573,-5,29.55,-0.26,10.00,96.74,69.54,96.74,0.706,27.6
59.832,TRACKING,570,-1,29.39,-0.05,10.00,96.74,66.92,96.74,0.830,27.6
59.868,TRACKING,568,11,29.29,0.57,10.00,96.74,64.37,96.74,0.776,27.6
59.904,TRACKING,566,24,29.18,1.24,10.00,96.74,61.81,96.74,0.870,27.6
59.940,TRACKING,566,24,29.18,1.24,10.00,96.74,60.56,96.74,0.880,27.6
59.975,TRACKING,565,29,29.13,1.49,10.00,96.74,58.03,96.74,0.851,27.7
60.010,TRACKING,549,22,28.31,1.13,10.00,96.74,56.75,96.74,0.866,27.8
60.044,TRACKING,547,23,28.20,1.19,10.00,96.74,54.24,96.74,0.884,27.9
60.080,TRACKING,546,31,28.15,1.60,10.00,96.74,51.70,96.74,0.877,27.9
60.117,TRACKING,547,37,28.20,1.91,10.00,96.74,49.16,96.74,0.866,27.8
60.155,TRACKING,546,50,28.15,2.58,10.00,96.74,47.80,96.74,0.843,27.7
60.192,TRACKING,549,44,28.31,2.27,10.00,96.74,45.28,96.74,0.873,27.6
60.231,TRACKING,549,47,28.31,2.42,10.00,96.74,42.73,96.74,0.877,27.5
60.269,TRACKING,543,48,28.00,2.47,10.00,96.74,40.18,96.74,0.894,27.3
60.306,TRACKING,535,43,27.59,2.22,10.00,96.74,38.91,96.74,0.893,27.3
60.344,TRACKING,534,50,27.53,2.58,10.00,96.74,36.34,96.74,0.883,27.2
60.382,TRACKING,528,43,27.22,2.22,10.00,96.74,33.79,96.74,0.888,27.1
60.421,TRACKING,528,47,27.22,2.42,10.00,96.74,31.22,96.74,0.891,27.0
60.460,TRACKING,526,46,27.12,2.37,10.00,96.74,28.68,96.74,0.886,26.8
60.499,TRACKING,526,48,27.12,2.47,10.00,96.74,27.41,96.74,0.890,26.7
60.538,TRACKING,523,43,26.97,2.22,10.00,96.74,24.88,96.74,0.888,26.6
60.577,TRACKING,509,46,26.25,2.37,10.00,96.74,22.35,96.74,0.866,26.5
60.618,TRACKING,509,51,26.25,2.63,10.00,96.74,19.83,96.74,0.881,26.3
60.656,TRACKING,509,50,26.25,2.58,10.00,96.74,17.27,96.74,0.884,26.3
60.695,TRACKING,507,47,26.14,2.42,10.00,96.74,14.70,96.74,0.883,26.2
60.735,TRACKING,501,52,25.83,2.68,10.00,97.24,12.09,96.74,0.879,26.1
60.775,TRACKING,506,50,26.09,2.58,10.00,97.75,10.83,97.24,0.875,26.0
60.814,TRACKING,505,51,26.04,2.63,10.00,98.26,10.00,97.75,0.879,25.9
60.855,TRACKING,504,62,25.99,3.19,10.00,98.81,10.00,98.26,0.882,25.8
60.893,TRACKING,498,57,25.68,2.94,10.00,99.36,10.00,98.81,0.881,25.8
60.933,TRACKING,508,60,26.19,3.09,10.00,99.93,10.00,99.36,0.845,25.8
60.973,TRACKING,504,45,25.99,2.32,10.00,100.48,10.00,99.93,0.868,25.7
61.013,TRACKING,507,42,26.14,2.16,10.00,101.00,10.00,100.48,0.878,25.6
61.053,TRACKING,508,38,26.19,1.96,10.00,101.00,10.00,101.00,0.882,25.6
61.094,TRACKING,510,39,26.30,2.01,10.00,101.00,10.00,101.00,0.874,25.4
61.133,TRACKING,504,16,25.99,0.82,10.00,101.00,10.00,101.00,0.887,25.4
61.174,TRACKING,505,16,26.04,0.82,10.00,101.00,10.00,101.00,0.891,25.4
61.214,TRACKING,506,16,26.09,0.82,10.00,101.00,10.00,101.00,0.893,25.3
61.256,TRACKING,506,16,26.09,0.82,10.00,101.00,10.00,101.00,0.894,25.2
61.297,TRACKING,503,15,25.94,0.77,10.00,101.00,10.00,101.00,0.890,25.1
61.337,TRACKING,501,13,25.83,0.67,10.00,101.00,10.00,101.00,0.891,25.1
61.377,TRACKING,501,12,25.83,0.62,10.00,101.00,10.00,101.00,0.891,25.0
61.418,TRACKING,498,13,25.68,0.67,10.00,101.00,10.00,101.00,0.886,25.0
61.459,TRACKING,494,11,25.47,0.57,10.00,101.00,10.00,101.00,0.886,24.9
